office,id,ad,ed,candidate,party,votes
Surrogate Queens,26824,30,49,Stephen H. Weiner,Republican,224
Surrogate Queens,26824,30,49,Stephen H. Weiner,Conservative/Common Sense,20
Surrogate Queens,26824,30,49,WRITE-IN,,3
Surrogate Queens,26824,30,50,Cassandra A. Johnson,Democratic,387
Surrogate Queens,26824,30,50,Stephen H. Weiner,Republican,231
Surrogate Queens,26824,30,50,Stephen H. Weiner,Conservative/Common Sense,20
Surrogate Queens,26824,30,50,WRITE-IN,,0
Surrogate Queens,26824,30,51,Cassandra A. Johnson,Democratic,376
Surrogate Queens,26824,30,51,Stephen H. Weiner,Republican,203
Surrogate Queens,26824,30,51,Stephen H. Weiner,Conservative/Common Sense,25
Surrogate Queens,26824,30,51,WRITE-IN,,7
Surrogate Queens,26824,30,52,Cassandra A. Johnson,Democratic,236
Surrogate Queens,26824,30,52,Stephen H. Weiner,Republican,122
Surrogate Queens,26824,30,52,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,30,52,WRITE-IN,,1
Surrogate Queens,26824,30,53,Cassandra A. Johnson,Democratic,271
Surrogate Queens,26824,30,53,Stephen H. Weiner,Republican,157
Surrogate Queens,26824,30,53,Stephen H. Weiner,Conservative/Common Sense,21
Surrogate Queens,26824,30,53,WRITE-IN,,0
Surrogate Queens,26824,30,54,Cassandra A. Johnson,Democratic,195
Surrogate Queens,26824,30,54,Stephen H. Weiner,Republican,111
Surrogate Queens,26824,30,54,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,30,54,WRITE-IN,,2
Surrogate Queens,26824,30,55,Cassandra A. Johnson,Democratic,307
Surrogate Queens,26824,30,55,Stephen H. Weiner,Republican,194
Surrogate Queens,26824,30,55,Stephen H. Weiner,Conservative/Common Sense,16
Surrogate Queens,26824,30,55,WRITE-IN,,3
Surrogate Queens,26824,30,56,Cassandra A. Johnson,Democratic,329
Surrogate Queens,26824,30,56,Stephen H. Weiner,Republican,206
Surrogate Queens,26824,30,56,Stephen H. Weiner,Conservative/Common Sense,29
Surrogate Queens,26824,30,56,WRITE-IN,,1
Surrogate Queens,26824,30,57,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,30,57,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,30,57,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,30,57,WRITE-IN,,0
Surrogate Queens,26824,30,58,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,30,58,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,30,58,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,30,58,WRITE-IN,,0
Surrogate Queens,26824,30,59,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,30,59,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,30,59,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,30,59,WRITE-IN,,0
Surrogate Queens,26824,30,60,Cassandra A. Johnson,Democratic,66
Surrogate Queens,26824,30,60,Stephen H. Weiner,Republican,36
Surrogate Queens,26824,30,60,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,30,60,WRITE-IN,,0
Surrogate Queens,26824,31,1,Cassandra A. Johnson,Democratic,645
Surrogate Queens,26824,31,1,Stephen H. Weiner,Republican,94
Surrogate Queens,26824,31,1,Stephen H. Weiner,Conservative/Common Sense,13
Surrogate Queens,26824,31,1,WRITE-IN,,7
Surrogate Queens,26824,31,2,Cassandra A. Johnson,Democratic,475
Surrogate Queens,26824,31,2,Stephen H. Weiner,Republican,117
Surrogate Queens,26824,31,2,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,31,2,WRITE-IN,,1
Surrogate Queens,26824,31,3,Cassandra A. Johnson,Democratic,419
Surrogate Queens,26824,31,3,Stephen H. Weiner,Republican,65
Surrogate Queens,26824,31,3,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,31,3,WRITE-IN,,2
Surrogate Queens,26824,31,4,Cassandra A. Johnson,Democratic,481
Surrogate Queens,26824,31,4,Stephen H. Weiner,Republican,88
Surrogate Queens,26824,31,4,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,31,4,WRITE-IN,,1
Surrogate Queens,26824,31,5,Cassandra A. Johnson,Democratic,564
Surrogate Queens,26824,31,5,Stephen H. Weiner,Republican,58
Surrogate Queens,26824,31,5,Stephen H. Weiner,Conservative/Common Sense,17
Surrogate Queens,26824,31,5,WRITE-IN,,1
Surrogate Queens,26824,31,6,Cassandra A. Johnson,Democratic,370
Surrogate Queens,26824,31,6,Stephen H. Weiner,Republican,54
Surrogate Queens,26824,31,6,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,31,6,WRITE-IN,,0
Surrogate Queens,26824,31,7,Cassandra A. Johnson,Democratic,238
Surrogate Queens,26824,31,7,Stephen H. Weiner,Republican,30
Surrogate Queens,26824,31,7,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,31,7,WRITE-IN,,0
Surrogate Queens,26824,31,8,Cassandra A. Johnson,Democratic,612
Surrogate Queens,26824,31,8,Stephen H. Weiner,Republican,84
Surrogate Queens,26824,31,8,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,31,8,WRITE-IN,,0
Surrogate Queens,26824,31,9,Cassandra A. Johnson,Democratic,296
Surrogate Queens,26824,31,9,Stephen H. Weiner,Republican,31
Surrogate Queens,26824,31,9,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,31,9,WRITE-IN,,2
Surrogate Queens,26824,31,10,Cassandra A. Johnson,Democratic,338
Surrogate Queens,26824,31,10,Stephen H. Weiner,Republican,59
Surrogate Queens,26824,31,10,Stephen H. Weiner,Conservative/Common Sense,7
Surrogate Queens,26824,31,10,WRITE-IN,,0
Surrogate Queens,26824,31,11,Cassandra A. Johnson,Democratic,427
Surrogate Queens,26824,31,11,Stephen H. Weiner,Republican,70
Surrogate Queens,26824,31,11,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,11,WRITE-IN,,1
Surrogate Queens,26824,31,12,Cassandra A. Johnson,Democratic,508
Surrogate Queens,26824,31,12,Stephen H. Weiner,Republican,48
Surrogate Queens,26824,31,12,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,31,12,WRITE-IN,,1
Surrogate Queens,26824,31,13,Cassandra A. Johnson,Democratic,233
Surrogate Queens,26824,31,13,Stephen H. Weiner,Republican,32
Surrogate Queens,26824,31,13,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,31,13,WRITE-IN,,1
Surrogate Queens,26824,31,14,Cassandra A. Johnson,Democratic,508
Surrogate Queens,26824,31,14,Stephen H. Weiner,Republican,54
Surrogate Queens,26824,31,14,Stephen H. Weiner,Conservative/Common Sense,7
Surrogate Queens,26824,31,14,WRITE-IN,,0
Surrogate Queens,26824,31,15,Cassandra A. Johnson,Democratic,722
Surrogate Queens,26824,31,15,Stephen H. Weiner,Republican,99
Surrogate Queens,26824,31,15,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,31,15,WRITE-IN,,2
Surrogate Queens,26824,31,16,Cassandra A. Johnson,Democratic,537
Surrogate Queens,26824,31,16,Stephen H. Weiner,Republican,123
Surrogate Queens,26824,31,16,Stephen H. Weiner,Conservative/Common Sense,31
Surrogate Queens,26824,31,16,WRITE-IN,,4
Surrogate Queens,26824,31,17,Cassandra A. Johnson,Democratic,7
Surrogate Queens,26824,31,17,Stephen H. Weiner,Republican,5
Surrogate Queens,26824,31,17,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,31,17,WRITE-IN,,0
Surrogate Queens,26824,31,18,Cassandra A. Johnson,Democratic,282
Surrogate Queens,26824,31,18,Stephen H. Weiner,Republican,50
Surrogate Queens,26824,31,18,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,31,18,WRITE-IN,,1
Surrogate Queens,26824,31,19,Cassandra A. Johnson,Democratic,18
Surrogate Queens,26824,31,19,Stephen H. Weiner,Republican,6
Surrogate Queens,26824,31,19,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,31,19,WRITE-IN,,1
Surrogate Queens,26824,31,20,Cassandra A. Johnson,Democratic,691
Surrogate Queens,26824,31,20,Stephen H. Weiner,Republican,105
Surrogate Queens,26824,31,20,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,31,20,WRITE-IN,,0
Surrogate Queens,26824,31,21,Cassandra A. Johnson,Democratic,453
Surrogate Queens,26824,31,21,Stephen H. Weiner,Republican,281
Surrogate Queens,26824,31,21,Stephen H. Weiner,Conservative/Common Sense,31
Surrogate Queens,26824,31,21,WRITE-IN,,1
Surrogate Queens,26824,31,22,Cassandra A. Johnson,Democratic,556
Surrogate Queens,26824,31,22,Stephen H. Weiner,Republican,55
Surrogate Queens,26824,31,22,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,31,22,WRITE-IN,,3
Surrogate Queens,26824,31,23,Cassandra A. Johnson,Democratic,795
Surrogate Queens,26824,31,23,Stephen H. Weiner,Republican,52
Surrogate Queens,26824,31,23,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,23,WRITE-IN,,3
Surrogate Queens,26824,31,24,Cassandra A. Johnson,Democratic,256
Surrogate Queens,26824,31,24,Stephen H. Weiner,Republican,42
Surrogate Queens,26824,31,24,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,31,24,WRITE-IN,,0
Surrogate Queens,26824,31,25,Cassandra A. Johnson,Democratic,675
Surrogate Queens,26824,31,25,Stephen H. Weiner,Republican,63
Surrogate Queens,26824,31,25,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,31,25,WRITE-IN,,1
Surrogate Queens,26824,31,26,Cassandra A. Johnson,Democratic,688
Surrogate Queens,26824,31,26,Stephen H. Weiner,Republican,53
Surrogate Queens,26824,31,26,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,31,26,WRITE-IN,,0
Surrogate Queens,26824,31,27,Cassandra A. Johnson,Democratic,741
Surrogate Queens,26824,31,27,Stephen H. Weiner,Republican,50
Surrogate Queens,26824,31,27,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,31,27,WRITE-IN,,1
Surrogate Queens,26824,31,28,Cassandra A. Johnson,Democratic,625
Surrogate Queens,26824,31,28,Stephen H. Weiner,Republican,36
Surrogate Queens,26824,31,28,Stephen H. Weiner,Conservative/Common Sense,7
Surrogate Queens,26824,31,28,WRITE-IN,,0
Surrogate Queens,26824,31,29,Cassandra A. Johnson,Democratic,586
Surrogate Queens,26824,31,29,Stephen H. Weiner,Republican,39
Surrogate Queens,26824,31,29,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,29,WRITE-IN,,0
Surrogate Queens,26824,31,30,Cassandra A. Johnson,Democratic,319
Surrogate Queens,26824,31,30,Stephen H. Weiner,Republican,28
Surrogate Queens,26824,31,30,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,31,30,WRITE-IN,,0
Surrogate Queens,26824,31,31,Cassandra A. Johnson,Democratic,387
Surrogate Queens,26824,31,31,Stephen H. Weiner,Republican,36
Surrogate Queens,26824,31,31,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,31,31,WRITE-IN,,1
Surrogate Queens,26824,31,32,Cassandra A. Johnson,Democratic,737
Surrogate Queens,26824,31,32,Stephen H. Weiner,Republican,60
Surrogate Queens,26824,31,32,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,31,32,WRITE-IN,,1
Surrogate Queens,26824,31,33,Cassandra A. Johnson,Democratic,204
Surrogate Queens,26824,31,33,Stephen H. Weiner,Republican,93
Surrogate Queens,26824,31,33,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,31,33,WRITE-IN,,2
Surrogate Queens,26824,31,34,Cassandra A. Johnson,Democratic,629
Surrogate Queens,26824,31,34,Stephen H. Weiner,Republican,67
Surrogate Queens,26824,31,34,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,31,34,WRITE-IN,,1
Surrogate Queens,26824,31,35,Cassandra A. Johnson,Democratic,505
Surrogate Queens,26824,31,35,Stephen H. Weiner,Republican,29
Surrogate Queens,26824,31,35,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,31,35,WRITE-IN,,0
Surrogate Queens,26824,31,36,Cassandra A. Johnson,Democratic,166
Surrogate Queens,26824,31,36,Stephen H. Weiner,Republican,19
Surrogate Queens,26824,31,36,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,31,36,WRITE-IN,,0
Surrogate Queens,26824,31,37,Cassandra A. Johnson,Democratic,581
Surrogate Queens,26824,31,37,Stephen H. Weiner,Republican,102
Surrogate Queens,26824,31,37,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,31,37,WRITE-IN,,0
Surrogate Queens,26824,31,38,Cassandra A. Johnson,Democratic,356
Surrogate Queens,26824,31,38,Stephen H. Weiner,Republican,109
Surrogate Queens,26824,31,38,Stephen H. Weiner,Conservative/Common Sense,6
Surrogate Queens,26824,31,38,WRITE-IN,,2
Surrogate Queens,26824,31,39,Cassandra A. Johnson,Democratic,285
Surrogate Queens,26824,31,39,Stephen H. Weiner,Republican,75
Surrogate Queens,26824,31,39,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,39,WRITE-IN,,0
Surrogate Queens,26824,31,40,Cassandra A. Johnson,Democratic,4
Surrogate Queens,26824,31,40,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,40,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,40,WRITE-IN,,0
Surrogate Queens,26824,31,41,Cassandra A. Johnson,Democratic,460
Surrogate Queens,26824,31,41,Stephen H. Weiner,Republican,155
Surrogate Queens,26824,31,41,Stephen H. Weiner,Conservative/Common Sense,6
Surrogate Queens,26824,31,41,WRITE-IN,,3
Surrogate Queens,26824,31,42,Cassandra A. Johnson,Democratic,144
Surrogate Queens,26824,31,42,Stephen H. Weiner,Republican,83
Surrogate Queens,26824,31,42,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,31,42,WRITE-IN,,4
Surrogate Queens,26824,31,43,Cassandra A. Johnson,Democratic,426
Surrogate Queens,26824,31,43,Stephen H. Weiner,Republican,204
Surrogate Queens,26824,31,43,Stephen H. Weiner,Conservative/Common Sense,19
Surrogate Queens,26824,31,43,WRITE-IN,,3
Surrogate Queens,26824,31,44,Cassandra A. Johnson,Democratic,345
Surrogate Queens,26824,31,44,Stephen H. Weiner,Republican,165
Surrogate Queens,26824,31,44,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,44,WRITE-IN,,2
Surrogate Queens,26824,31,45,Cassandra A. Johnson,Democratic,443
Surrogate Queens,26824,31,45,Stephen H. Weiner,Republican,180
Surrogate Queens,26824,31,45,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,31,45,WRITE-IN,,1
Surrogate Queens,26824,31,46,Cassandra A. Johnson,Democratic,399
Surrogate Queens,26824,31,46,Stephen H. Weiner,Republican,151
Surrogate Queens,26824,31,46,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,31,46,WRITE-IN,,2
Surrogate Queens,26824,31,47,Cassandra A. Johnson,Democratic,144
Surrogate Queens,26824,31,47,Stephen H. Weiner,Republican,79
Surrogate Queens,26824,31,47,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,31,47,WRITE-IN,,1
Surrogate Queens,26824,31,48,Cassandra A. Johnson,Democratic,190
Surrogate Queens,26824,31,48,Stephen H. Weiner,Republican,82
Surrogate Queens,26824,31,48,Stephen H. Weiner,Conservative/Common Sense,4
Surrogate Queens,26824,31,48,WRITE-IN,,2
Surrogate Queens,26824,31,49,Cassandra A. Johnson,Democratic,57
Surrogate Queens,26824,31,49,Stephen H. Weiner,Republican,15
Surrogate Queens,26824,31,49,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,49,WRITE-IN,,0
Surrogate Queens,26824,31,50,Cassandra A. Johnson,Democratic,374
Surrogate Queens,26824,31,50,Stephen H. Weiner,Republican,177
Surrogate Queens,26824,31,50,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,50,WRITE-IN,,0
Surrogate Queens,26824,31,51,Cassandra A. Johnson,Democratic,360
Surrogate Queens,26824,31,51,Stephen H. Weiner,Republican,158
Surrogate Queens,26824,31,51,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,31,51,WRITE-IN,,0
Surrogate Queens,26824,31,52,Cassandra A. Johnson,Democratic,321
Surrogate Queens,26824,31,52,Stephen H. Weiner,Republican,158
Surrogate Queens,26824,31,52,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,31,52,WRITE-IN,,1
Surrogate Queens,26824,31,53,Cassandra A. Johnson,Democratic,312
Surrogate Queens,26824,31,53,Stephen H. Weiner,Republican,149
Surrogate Queens,26824,31,53,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,31,53,WRITE-IN,,0
Surrogate Queens,26824,31,54,Cassandra A. Johnson,Democratic,507
Surrogate Queens,26824,31,54,Stephen H. Weiner,Republican,130
Surrogate Queens,26824,31,54,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,31,54,WRITE-IN,,2
Surrogate Queens,26824,31,55,Cassandra A. Johnson,Democratic,409
Surrogate Queens,26824,31,55,Stephen H. Weiner,Republican,147
Surrogate Queens,26824,31,55,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,31,55,WRITE-IN,,1
Surrogate Queens,26824,31,56,Cassandra A. Johnson,Democratic,403
Surrogate Queens,26824,31,56,Stephen H. Weiner,Republican,150
Surrogate Queens,26824,31,56,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,31,56,WRITE-IN,,1
Surrogate Queens,26824,31,57,Cassandra A. Johnson,Democratic,487
Surrogate Queens,26824,31,57,Stephen H. Weiner,Republican,303
Surrogate Queens,26824,31,57,Stephen H. Weiner,Conservative/Common Sense,32
Surrogate Queens,26824,31,57,WRITE-IN,,3
Surrogate Queens,26824,31,58,Cassandra A. Johnson,Democratic,500
Surrogate Queens,26824,31,58,Stephen H. Weiner,Republican,291
Surrogate Queens,26824,31,58,Stephen H. Weiner,Conservative/Common Sense,40
Surrogate Queens,26824,31,58,WRITE-IN,,3
Surrogate Queens,26824,31,59,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,59,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,59,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,59,WRITE-IN,,0
Surrogate Queens,26824,31,60,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,60,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,60,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,60,WRITE-IN,,0
Surrogate Queens,26824,31,61,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,61,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,61,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,61,WRITE-IN,,0
Surrogate Queens,26824,31,62,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,62,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,62,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,62,WRITE-IN,,0
Surrogate Queens,26824,31,63,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,63,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,63,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,63,WRITE-IN,,0
Surrogate Queens,26824,31,64,Cassandra A. Johnson,Democratic,0
Surrogate Queens,26824,31,64,Stephen H. Weiner,Republican,0
Surrogate Queens,26824,31,64,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,31,64,WRITE-IN,,0
Surrogate Queens,26824,32,1,Cassandra A. Johnson,Democratic,50
Surrogate Queens,26824,32,1,Stephen H. Weiner,Republican,24
Surrogate Queens,26824,32,1,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,32,1,WRITE-IN,,1
Surrogate Queens,26824,32,2,Cassandra A. Johnson,Democratic,84
Surrogate Queens,26824,32,2,Stephen H. Weiner,Republican,34
Surrogate Queens,26824,32,2,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,32,2,WRITE-IN,,0
Surrogate Queens,26824,32,3,Cassandra A. Johnson,Democratic,494
Surrogate Queens,26824,32,3,Stephen H. Weiner,Republican,196
Surrogate Queens,26824,32,3,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,32,3,WRITE-IN,,12
Surrogate Queens,26824,32,4,Cassandra A. Johnson,Democratic,264
Surrogate Queens,26824,32,4,Stephen H. Weiner,Republican,128
Surrogate Queens,26824,32,4,Stephen H. Weiner,Conservative/Common Sense,10
Surrogate Queens,26824,32,4,WRITE-IN,,6
Surrogate Queens,26824,32,5,Cassandra A. Johnson,Democratic,501
Surrogate Queens,26824,32,5,Stephen H. Weiner,Republican,128
Surrogate Queens,26824,32,5,Stephen H. Weiner,Conservative/Common Sense,12
Surrogate Queens,26824,32,5,WRITE-IN,,3
Surrogate Queens,26824,32,6,Cassandra A. Johnson,Democratic,16
Surrogate Queens,26824,32,6,Stephen H. Weiner,Republican,8
Surrogate Queens,26824,32,6,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,32,6,WRITE-IN,,2
Surrogate Queens,26824,32,7,Cassandra A. Johnson,Democratic,509
Surrogate Queens,26824,32,7,Stephen H. Weiner,Republican,126
Surrogate Queens,26824,32,7,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,32,7,WRITE-IN,,0
Surrogate Queens,26824,32,8,Cassandra A. Johnson,Democratic,375
Surrogate Queens,26824,32,8,Stephen H. Weiner,Republican,260
Surrogate Queens,26824,32,8,Stephen H. Weiner,Conservative/Common Sense,18
Surrogate Queens,26824,32,8,WRITE-IN,,5
Surrogate Queens,26824,32,9,Cassandra A. Johnson,Democratic,395
Surrogate Queens,26824,32,9,Stephen H. Weiner,Republican,140
Surrogate Queens,26824,32,9,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,32,9,WRITE-IN,,2
Surrogate Queens,26824,32,10,Cassandra A. Johnson,Democratic,263
Surrogate Queens,26824,32,10,Stephen H. Weiner,Republican,99
Surrogate Queens,26824,32,10,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,32,10,WRITE-IN,,1
Surrogate Queens,26824,32,11,Cassandra A. Johnson,Democratic,45
Surrogate Queens,26824,32,11,Stephen H. Weiner,Republican,4
Surrogate Queens,26824,32,11,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,32,11,WRITE-IN,,0
Surrogate Queens,26824,32,12,Cassandra A. Johnson,Democratic,384
Surrogate Queens,26824,32,12,Stephen H. Weiner,Republican,68
Surrogate Queens,26824,32,12,Stephen H. Weiner,Conservative/Common Sense,9
Surrogate Queens,26824,32,12,WRITE-IN,,0
Surrogate Queens,26824,32,13,Cassandra A. Johnson,Democratic,41
Surrogate Queens,26824,32,13,Stephen H. Weiner,Republican,4
Surrogate Queens,26824,32,13,Stephen H. Weiner,Conservative/Common Sense,0
Surrogate Queens,26824,32,13,WRITE-IN,,0
Surrogate Queens,26824,32,14,Cassandra A. Johnson,Democratic,48
Surrogate Queens,26824,32,14,Stephen H. Weiner,Republican,10
Surrogate Queens,26824,32,14,Stephen H. Weiner,Conservative/Common Sense,1
Surrogate Queens,26824,32,14,WRITE-IN,,0
Surrogate Queens,26824,32,15,Cassandra A. Johnson,Democratic,330
Surrogate Queens,26824,32,15,Stephen H. Weiner,Republican,246
Surrogate Queens,26824,32,15,Stephen H. Weiner,Conservative/Common Sense,22
Surrogate Queens,26824,32,15,WRITE-IN,,1
Surrogate Queens,26824,32,16,Cassandra A. Johnson,Democratic,128
Surrogate Queens,26824,32,16,Stephen H. Weiner,Republican,17
Surrogate Queens,26824,32,16,Stephen H. Weiner,Conservative/Common Sense,2
Surrogate Queens,26824,32,16,WRITE-IN,,0
Surrogate Queens,26824,32,17,Cassandra A. Johnson,Democratic,400
Surrogate Queens,26824,32,17,Stephen H. Weiner,Republican,146
Surrogate Queens,26824,32,17,Stephen H. Weiner,Conservative/Common Sense,7
Surrogate Queens,26824,32,17,WRITE-IN,,3
Surrogate Queens,26824,32,18,Cassandra A. Johnson,Democratic,122
Surrogate Queens,26824,32,18,Stephen H. Weiner,Republican,36
Surrogate Queens,26824,32,18,Stephen H. Weiner,Conservative/Common Sense,3
Surrogate Queens,26824,32,18,WRITE-IN,,0
Surrogate Queens,26824,32,19,Cassandra A. Johnson,Democratic,426
Surrogate Queens,26824,32,19,Stephen H. Weiner,Republican,136
Surrogate Queens,26824,32,19,Stephen H. Weiner,Conservative/Common Sense,11
Surrogate Queens,26824,32,19,WRITE-IN,,2
Surrogate Queens,26824,32,20,Cassandra A. Johnson,Democratic,421
Surrogate Queens,26824,32,20,Stephen H. Weiner,Republican,108
Surrogate Queens,26824,32,20,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,32,20,WRITE-IN,,2
Surrogate Queens,26824,32,21,Cassandra A. Johnson,Democratic,583
Surrogate Queens,26824,32,21,Stephen H. Weiner,Republican,127
Surrogate Queens,26824,32,21,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,32,21,WRITE-IN,,1
Surrogate Queens,26824,32,22,Cassandra A. Johnson,Democratic,624
Surrogate Queens,26824,32,22,Stephen H. Weiner,Republican,143
Surrogate Queens,26824,32,22,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,32,22,WRITE-IN,,0
Surrogate Queens,26824,32,23,Cassandra A. Johnson,Democratic,491
Surrogate Queens,26824,32,23,Stephen H. Weiner,Republican,79
Surrogate Queens,26824,32,23,Stephen H. Weiner,Conservative/Common Sense,15
Surrogate Queens,26824,32,23,WRITE-IN,,2
Surrogate Queens,26824,32,24,Cassandra A. Johnson,Democratic,443
Surrogate Queens,26824,32,24,Stephen H. Weiner,Republican,78
Surrogate Queens,26824,32,24,Stephen H. Weiner,Conservative/Common Sense,5
Surrogate Queens,26824,32,24,WRITE-IN,,1
Surrogate Queens,26824,32,25,Cassandra A. Johnson,Democratic,504
Surrogate Queens,26824,32,25,Stephen H. Weiner,Republican,78
Surrogate Queens,26824,32,25,Stephen H. Weiner,Conservative/Common Sense,6
Surrogate Queens,26824,32,25,WRITE-IN,,1
Surrogate Queens,26824,32,26,Cassandra A. Johnson,Democratic,600
Surrogate Queens,26824,32,26,Stephen H. Weiner,Republican,131
Surrogate Queens,26824,32,26,Stephen H. Weiner,Conservative/Common Sense,14
Surrogate Queens,26824,32,26,WRITE-IN,,1
Surrogate Queens,26824,32,27,Cassandra A. Johnson,Democratic,583
Surrogate Queens,26824,32,27,Stephen H. Weiner,Republican,91
Surrogate Queens,26824,32,27,Stephen H. Weiner,Conservative/Common Sense,8
Surrogate Queens,26824,32,27,WRITE-IN,,0
Surrogate Queens,26824,32,28,Cassandra A. Johnson,Democratic,535
Surrogate Queens,26824,32,28,Stephen H. Weiner,Republican,84
Surrogate Queens,26824,32,28,Stephen H. Weiner,Conservative/Common Sense,10
