office,id,ad,ed,candidate,party,votes
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,21,NO,,121
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,22,YES,,172
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,22,NO,,47
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,23,YES,,372
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,23,NO,,145
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,24,YES,,132
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,24,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,25,YES,,105
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,25,NO,,14
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,26,YES,,137
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,26,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,27,YES,,47
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,27,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,28,YES,,174
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,28,NO,,54
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,29,YES,,222
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,29,NO,,51
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,30,YES,,268
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,30,NO,,76
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,31,YES,,133
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,31,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,32,YES,,611
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,32,NO,,164
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,33,YES,,509
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,33,NO,,170
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,34,YES,,555
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,34,NO,,110
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,35,YES,,452
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,35,NO,,139
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,36,YES,,79
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,36,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,37,YES,,116
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,37,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,38,YES,,72
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,38,NO,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,39,YES,,172
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,39,NO,,53
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,40,YES,,103
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,40,NO,,22
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,41,YES,,214
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,41,NO,,77
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,42,YES,,157
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,42,NO,,42
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,43,YES,,3
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,43,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,44,YES,,246
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,44,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,45,YES,,94
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,45,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,46,YES,,599
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,46,NO,,182
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,47,YES,,216
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,47,NO,,97
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,48,YES,,380
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,48,NO,,111
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,49,YES,,139
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,49,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,50,YES,,249
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,50,NO,,91
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,51,YES,,303
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,51,NO,,80
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,52,YES,,119
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,52,NO,,48
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,53,YES,,346
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,53,NO,,248
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,54,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,38,54,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,1,YES,,716
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,1,NO,,137
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,2,YES,,784
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,2,NO,,130
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,3,YES,,625
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,3,NO,,128
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,4,YES,,314
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,4,NO,,51
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,5,YES,,536
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,5,NO,,99
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,6,YES,,793
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,6,NO,,144
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,7,YES,,685
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,7,NO,,142
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,8,YES,,772
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,8,NO,,153
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,9,YES,,307
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,9,NO,,63
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,10,YES,,216
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,10,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,11,YES,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,11,NO,,3
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,12,YES,,292
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,12,NO,,75
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,13,YES,,162
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,13,NO,,25
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,14,YES,,294
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,14,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,15,YES,,367
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,15,NO,,105
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,16,YES,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,16,NO,,11
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,17,YES,,153
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,17,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,18,YES,,354
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,18,NO,,103
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,19,YES,,408
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,19,NO,,90
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,20,YES,,123
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,20,NO,,20
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,21,YES,,210
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,21,NO,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,22,YES,,365
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,22,NO,,91
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,23,YES,,198
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,23,NO,,76
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,24,YES,,112
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,24,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,25,YES,,283
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,25,NO,,56
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,26,YES,,395
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,26,NO,,115
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,27,YES,,87
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,27,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,28,YES,,455
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,28,NO,,429
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,29,YES,,251
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,29,NO,,58
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,30,YES,,358
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,30,NO,,126
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,31,YES,,340
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,31,NO,,65
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,32,YES,,397
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,32,NO,,154
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,33,YES,,278
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,33,NO,,101
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,34,YES,,387
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,34,NO,,116
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,35,YES,,87
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,35,NO,,23
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,36,YES,,55
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,36,NO,,9
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,37,YES,,209
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,37,NO,,51
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,38,YES,,210
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,38,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,39,YES,,371
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,39,NO,,108
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,40,YES,,53
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,40,NO,,12
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,41,YES,,266
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,41,NO,,72
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,42,YES,,135
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,42,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,43,YES,,91
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,43,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,44,YES,,305
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,44,NO,,122
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,45,YES,,317
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,45,NO,,203
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,46,YES,,483
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,46,NO,,375
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,47,YES,,231
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,47,NO,,238
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,48,YES,,200
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,48,NO,,38
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,49,YES,,413
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,49,NO,,110
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,50,YES,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,50,NO,,9
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,51,YES,,263
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,51,NO,,344
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,52,YES,,107
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,52,NO,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,53,YES,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,53,NO,,6
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,54,YES,,104
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,54,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,55,YES,,62
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,39,55,NO,,10
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,1,YES,,418
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,1,NO,,202
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,2,YES,,196
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,2,NO,,109
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,3,YES,,227
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,3,NO,,88
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,4,YES,,397
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,4,NO,,127
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,5,YES,,298
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,5,NO,,115
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,6,YES,,184
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,6,NO,,102
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,7,YES,,405
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,7,NO,,139
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,8,YES,,417
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,8,NO,,199
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,9,YES,,466
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,9,NO,,141
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,10,YES,,237
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,10,NO,,82
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,11,YES,,329
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,11,NO,,63
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,12,YES,,344
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,12,NO,,150
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,13,YES,,152
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,13,NO,,48
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,14,YES,,209
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,14,NO,,55
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,15,YES,,263
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,15,NO,,85
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,16,YES,,358
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,16,NO,,86
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,17,YES,,186
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,17,NO,,54
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,18,YES,,308
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,18,NO,,109
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,19,YES,,294
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,19,NO,,126
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,20,YES,,446
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,20,NO,,135
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,21,YES,,406
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,21,NO,,107
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,22,YES,,204
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,22,NO,,58
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,23,YES,,430
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,23,NO,,162
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,24,YES,,303
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,24,NO,,81
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,25,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,25,NO,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,26,YES,,481
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,26,NO,,92
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,27,YES,,508
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,27,NO,,214
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,28,YES,,591
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,28,NO,,273
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,29,YES,,446
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,29,NO,,143
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,30,YES,,387
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,30,NO,,104
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,31,YES,,312
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,31,NO,,128
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,32,YES,,199
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,32,NO,,123
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,33,YES,,341
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,33,NO,,117
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,34,YES,,244
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,34,NO,,105
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,35,YES,,115
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,35,NO,,83
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,36,YES,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,36,NO,,21
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,37,YES,,428
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,37,NO,,382
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,38,YES,,271
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,38,NO,,285
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,39,YES,,202
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,39,NO,,140
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,40,YES,,280
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,40,NO,,322
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,41,YES,,324
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,41,NO,,396
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,42,YES,,12
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,42,NO,,8
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,43,YES,,340
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,43,NO,,235
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,44,YES,,155
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,44,NO,,88
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,45,YES,,279
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,45,NO,,195
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,46,YES,,133
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,46,NO,,133
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,47,YES,,403
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,47,NO,,462
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,48,YES,,83
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,48,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,49,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,40,49,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,1,YES,,636
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,1,NO,,48
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,2,YES,,556
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,2,NO,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,3,YES,,345
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,3,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,4,YES,,589
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,4,NO,,50
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,5,YES,,477
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,41,5,NO,,30
