office,id,ad,ed,candidate,party,votes
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,83,YES,,10
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,83,NO,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,84,YES,,191
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,84,NO,,4
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,85,YES,,246
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,57,85,NO,,5
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,1,YES,,377
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,1,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,2,YES,,385
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,2,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,3,YES,,557
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,3,NO,,40
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,4,YES,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,4,NO,,2
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,5,YES,,357
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,5,NO,,38
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,6,YES,,422
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,6,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,7,YES,,560
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,7,NO,,27
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,8,YES,,590
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,8,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,9,YES,,486
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,9,NO,,45
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,10,YES,,426
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,10,NO,,46
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,11,YES,,667
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,11,NO,,62
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,12,YES,,428
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,12,NO,,66
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,13,YES,,587
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,13,NO,,54
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,14,YES,,473
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,14,NO,,35
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,15,YES,,532
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,15,NO,,41
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,16,YES,,449
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,16,NO,,48
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,17,YES,,481
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,17,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,18,YES,,528
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,18,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,19,YES,,439
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,19,NO,,28
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,20,YES,,346
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,20,NO,,16
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,21,YES,,506
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,21,NO,,43
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,22,YES,,149
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,22,NO,,9
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,23,YES,,557
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,23,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,24,YES,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,24,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,25,YES,,510
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,25,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,26,YES,,488
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,26,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,27,YES,,509
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,27,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,28,YES,,607
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,28,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,29,YES,,501
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,29,NO,,26
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,30,YES,,346
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,30,NO,,24
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,31,YES,,444
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,31,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,32,YES,,529
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,32,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,33,YES,,510
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,33,NO,,42
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,34,YES,,502
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,34,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,35,YES,,634
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,35,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,36,YES,,406
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,36,NO,,22
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,37,YES,,568
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,37,NO,,43
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,38,YES,,429
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,38,NO,,22
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,39,YES,,476
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,39,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,40,YES,,526
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,40,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,41,YES,,489
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,41,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,42,YES,,538
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,42,NO,,39
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,43,YES,,472
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,43,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,44,YES,,473
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,44,NO,,51
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,45,YES,,401
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,45,NO,,35
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,46,YES,,268
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,46,NO,,18
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,47,YES,,71
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,47,NO,,3
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,48,YES,,266
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,48,NO,,17
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,49,YES,,353
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,49,NO,,34
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,50,YES,,374
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,50,NO,,29
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,51,YES,,459
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,51,NO,,30
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,52,YES,,459
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,52,NO,,19
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,53,YES,,674
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,53,NO,,68
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,54,YES,,189
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,54,NO,,10
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,55,YES,,129
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,55,NO,,11
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,56,YES,,400
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,56,NO,,33
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,57,YES,,646
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,57,NO,,82
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,58,YES,,521
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,58,NO,,44
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,59,YES,,538
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,59,NO,,49
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,60,YES,,632
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,60,NO,,57
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,61,YES,,446
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,61,NO,,42
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,62,YES,,566
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,62,NO,,59
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,63,YES,,479
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,63,NO,,37
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,64,YES,,228
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,64,NO,,17
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,65,YES,,443
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,65,NO,,36
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,66,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,66,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,67,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,67,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,68,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,68,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,69,YES,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,69,NO,,0
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,70,YES,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,58,70,NO,,1
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,59,1,YES,,264
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,59,1,NO,,25
"Proposal Number 1, an Amendment: Amendment to Protect Against Unequal Treatment**",26826,59,2,YES,,389
